club,club_type,target_distance,power_percent,power_range,final_distance,error,abs_error,iterations,found,reachable
9I,iron,230,0.971875,106.90625,229.766663013058,0.23333698694199256,0.23333698694199256,7,True,True
PW,wedge,50,0.40937500000000004,40.93750000000001,50.020395831624654,-0.020395831624654193,0.020395831624654193,7,True,True
PW,wedge,60,0.45156250000000003,45.15625,60.12359534475182,-0.12359534475181988,0.12359534475181988,8,True,True
PW,wedge,70,0.49375,49.375,70.40189850776937,-0.4018985077693742,0.4018985077693742,6,True,True
PW,wedge,80,0.53125,53.125,80.05111456579674,-0.051114565796737566,0.051114565796737566,6,True,True
PW,wedge,90,0.5664062500000001,56.640625000000014,89.8098855630929,0.19011443690709484,0.19011443690709484,9,True,True
PW,wedge,100,0.6015625,60.15625,99.9558983461304,0.0441016538696033,0.0441016538696033,8,True,True
PW,wedge,110,0.63671875,63.671875,109.7997883627899,0.20021163721010282,0.20021163721010282,9,True,True
PW,wedge,120,0.6695312500000001,66.95312500000001,119.56105927701871,0.43894072298128606,0.43894072298128606,9,True,True
PW,wedge,130,0.70234375,70.234375,129.56650448655816,0.4334955134418408,0.4334955134418408,9,True,True
PW,wedge,140,0.7375,73.75,140.17699168432208,-0.17699168432207557,0.17699168432207557,5,True,True
PW,wedge,150,0.7691406250000001,76.91406250000001,150.41749183115743,-0.4174918311574345,0.4174918311574345,10,True,True
PW,wedge,160,0.8031250000000001,80.31250000000001,160.48803382415224,-0.4880338241522395,0.4880338241522395,7,True,True
PW,wedge,170,0.83125,83.125,169.70452961146512,0.2954703885348806,0.2954703885348806,6,True,True
PW,wedge,180,0.8640625000000002,86.40625000000001,179.83067139287635,0.16932860712364572,0.16932860712364572,8,True,True
PW,wedge,190,0.8968750000000001,89.68750000000001,190.06400540681088,-0.06400540681087818,0.06400540681087818,7,True,True
PW,wedge,200,0.925,92.5,199.57669833806364,0.42330166193636387,0.42330166193636387,4,True,True
PW,wedge,210,0.9578125,95.78125,209.979212133723,0.02078786627700424,0.02078786627700424,8,True,True
PW,wedge,220,0.990625,99.0625,220.44951329534442,-0.449513295344417,0.449513295344417,7,True,True
SW,wedge,50,0.484375,38.75,50.36388858939358,-0.36388858939358215,0.36388858939358215,7,True,True
SW,wedge,60,0.53125,42.5,59.780817785875385,0.21918221412461492,0.21918221412461492,6,True,True
SW,wedge,70,0.5828125,46.625,70.34788274520501,-0.3478827452050126,0.3478827452050126,8,True,True
SW,wedge,80,0.625,50.0,79.9094054486608,0.09059455133919414,0.09059455133919414,4,True,True
SW,wedge,90,0.6718750000000001,53.75000000000001,90.47096720828968,-0.47096720828967875,0.47096720828967875,7,True,True
SW,wedge,100,0.7140625,57.125,100.29130812160624,-0.2913081216062352,0.2913081216062352,8,True,True
SW,wedge,110,0.7562500000000001,60.50000000000001,110.43033122087319,-0.4303312208731853,0.4303312208731853,6,True,True
SW,wedge,120,0.7937500000000002,63.500000000000014,120.24076111377963,-0.2407611137796266,0.2407611137796266,6,True,True
SW,wedge,130,0.83125,66.5,129.6478555317194,0.3521444682806134,0.3521444682806134,6,True,True
SW,wedge,140,0.8734375000000001,69.875,139.87953253536202,0.12046746463798286,0.12046746463798286,8,True,True
SW,wedge,150,0.9109375,72.875,149.64688807129863,0.35311192870136665,0.35311192870136665,8,True,True
SW,wedge,160,0.9484375,75.875,159.5614481211965,0.43855187880350854,0.43855187880350854,8,True,True
SW,wedge,170,0.990625,79.25,170.26890967655928,-0.2689096765592751,0.2689096765592751,7,True,True
